Welcome to the profile statistics browser.
profiling/profiling.data% profiling/profiling.data% Mon Jan  7 17:29:53 2019    profiling/profiling.data

         430080 function calls (421447 primitive calls) in 115.482 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:3350(dtype)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:6260(__has_singleton)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/linalg/info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/testing/_private/nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/index_tricks.py:98(nd_grid)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/unittest/suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/unittest/main.py:49(TestProgram)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/testing/_private/utils.py:1858(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:760(Handler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/string.py:173(Formatter)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/unittest/case.py:1316(_deprecate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/unittest/case.py:1338(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/unittest/case.py:1396(_SubTest)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/difflib.py:1703(HtmlDiff)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/getlimits.py:455(iinfo)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/arrayprint.py:440(_recursive_guard)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/arrayprint.py:1239(SubArrayFormat)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/arrayprint.py:1506(set_string_function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/numeric.py:156(ones)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:346(_fix_result_transcoding)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/ctypes/__init__.py:99(CFunctionType)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/ctypes/__init__.py:342(_FuncPtr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/ctypes/__init__.py:311(CDLL)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/compat/_inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/pathlib.py:126(<setcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/_import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/info.py:156(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/datetime.py:40(_days_before_year)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 tsp/ga_parallel.py:36(__init__)
        1    0.000    0.000    0.000    0.000 tsp/ga_parallel.py:35(GA)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.6/__future__.py:79(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:543(SocketIO)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1561(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1916(consume_positionals)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:2308(_check_value)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/context.py:186(get_context)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:893(_set_tstate_lock)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:860(__call__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1007(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/copyreg.py:12(pickle)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:161(__delitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/warnings.py:449(__enter__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/posixpath.py:50(normcase)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
       19    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
       14    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/util.py:147(Finalize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/popen_fork.py:13(Popen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 <decorator-gen-665>:1(_open_file)
        1    0.000    0.000    0.000    0.000 tsp/ga_worker.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:4181(_ForwardNoRecurse)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:292(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:437(__iter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:2398(Keyword)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:2724(Regex)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:2797(QuotedString)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3110(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3327(And)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3417(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3873(__str__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:4173(copy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/_structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/_parseaddr.py:495(AddressList)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/calendar.py:377(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/calendar.py:501(LocaleTextCalendar)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/six.py:75(_add_doc)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/six.py:139(MovedAttribute)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/_policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/header.py:179(Header)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/plistlib.py:204(Data)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/plistlib.py:416(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/plistlib.py:595(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/__init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/errors.py:90(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:1652(ContextualZipFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:2886(Requirement)
        2    0.000    0.000    0.063    0.031 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:3019(_call_aside)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/zipfile.py:295(ZipInfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/zipfile.py:966(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 <decorator-gen-655>:1(_random_state)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:359(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:372(DistributionNotFound)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:413(register_loader_type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:596(IResourceProvider)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:1561(DefaultProvider)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/json/encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-629>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-641>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-651>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/readwrite/gexf.py:615(GEXFReader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/xml/etree/ElementTree.py:494(QName)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/xml/etree/ElementTree.py:1138(_ListDataStream)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/xml/etree/ElementTree.py:1360(TreeBuilder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/readwrite/graphml.py:712(GraphMLReader)
        1    0.000    0.000    0.000    0.000 <decorator-gen-587>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-595>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-605>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-615>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-543>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-545>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-575>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-579>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-499>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-513>:1(_random_state)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/utils/mapped_queue.py:23(MappedQueue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/isomorphism/isomorphvf2.py:147(GraphMatcher)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/isomorphism/temporalisomorphvf2.py:78(TimeRespectingGraphMatcher)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/isomorphism/temporalisomorphvf2.py:140(TimeRespectingDiGraphMatcher)
        1    0.000    0.000    0.000    0.000 <decorator-gen-470>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-474>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-479>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-487>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/tree/branchings.py:163(MultiDiGraph_EdgeKey)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/connectivity/edge_kcomponents.py:249(EdgeComponentAuxGraph)
        1    0.000    0.000    0.000    0.000 <decorator-gen-465>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/flow/utils.py:18(CurrentEdge)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/flow/mincost.py:4(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-409>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-422>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-429>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-383>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-395>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-401>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-403>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-337>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-339>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-346>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/smetric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-365>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-373>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/planarity.py:201(LRPlanarity)
        1    0.000    0.000    0.000    0.000 <decorator-gen-327>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-335>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-286>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-265>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-273>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/link_analysis/hits_alg.py:2(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-217>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-240>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-162>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-169>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-193>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-107>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-129>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-70>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/assortativity/neighbor_degree.py:7(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-29>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/generators/degree_seq.py:761(DegreeSequenceRandomGraph)
        1    0.000    0.000    0.000    0.000 <decorator-gen-59>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-61>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-11>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-13>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-15>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/classes/reportviews.py:888(OutEdgeView)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/classes/reportviews.py:1042(InEdgeView)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/classes/reportviews.py:1075(OutMultiEdgeView)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/utils/union_find.py:15(UnionFind)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/classes/coreviews.py:24(AtlasView)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/classes/coreviews.py:108(UnionAtlas)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/classes/reportviews.py:206(NodeDataView)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/classes/reportviews.py:296(DiDegreeView)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.6/opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 tsp/graph.py:11(Graph)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:206(<listcomp>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:845(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:882(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:1315(_replace_dtype_fields)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:6348(__setattr__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/fft/info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/fft/helper.py:224(_FFTCache)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/_datasource.py:162(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/_datasource.py:621(Repository)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/utils.py:997(SafeEval)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/index_tricks.py:231(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/tempfile.py:459(_TemporaryFileWrapper)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/random.py:87(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/random.py:664(SystemRandom)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/unittest/suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/unittest/loader.py:76(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/unittest/runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:750(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:798(createLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:1008(FileHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/string.py:77(Template)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:470(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:426(Formatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/records.py:217(record)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/getlimits.py:305(finfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/numeric.py:2902(_setdef)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/arrayprint.py:1202(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/arrayprint.py:1249(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/_internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/pathlib.py:127(<setcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/pathlib.py:274(_PosixFlavour)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/pathlib.py:390(_wrap_binary_strfunc)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/datetime.py:1972(_create)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/info.py:83(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/datetime.py:688(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/selectors.py:79(BaseSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/_globals.py:63(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/reduction.py:244(AbstractReducer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/traceback.py:426(TracebackException)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1050(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1721(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1729(parse_args)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:2067(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/context.py:225(DefaultContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/context.py:301(ForkServerContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:87(_RLock)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:251(_acquire_restore)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:1136(daemon)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:889(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:579(__hash__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:597(value)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/warnings.py:428(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/warnings.py:468(__exit__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/warnings.py:143(simplefilter)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/weakref.py:288(update)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/os.py:746(decode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_collections_abc.py:252(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/codecs.py:259(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       21    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        3    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        3    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/connection.py:745(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/util.py:347(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/synchronize.py:143(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/synchronize.py:185(RLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/queues.py:269(JoinableQueue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/queues.py:311(SimpleQueue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 tsp/state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/queue.py:233(LifoQueue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/connection.py:564(SocketListener)
        1    0.000    0.000    0.000    0.000 <decorator-gen-665>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-666>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-667>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-667>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-668>:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/markers.py:272(Marker)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/markers.py:37(UndefinedEnvironmentName)
